,Employer,Address,Positions,Province,NOC,Stream,Incorporate_status,LMIAs,YEAR,PERIOD,NOC_code,NOC_label
19163,Artistic Exteriors LTD.,"Surrey, BC V3X 1N3",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19164,Artistix Splashie Nail Spa Inc.,"Vancouver, BC V6B 2T4",2,British Columbia,"6562-Estheticians, electrologists and related occupations",High Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
19165,Artsy Contracting Company Ltd.,"Delta, BC V4G 1N4",1,British Columbia,7272-Cabinetmakers,High Wage,Unknown,1,2024,Q1,7272,Cabinetmakers
19166,Artsy Contracting Company Ltd.,"Delta, BC V4G 1N4",1,British Columbia,7294-Painters and decorators (except interior decorators),High Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
19167,AS Bhangu Developments Ltd,"Surrey, BC V3W 3T4",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19168,ASA Carpentry Ltd.,"Maple Ridge, BC V2X 2G9",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19169,Ashron Wellness Ltd,"Mission, BC V2V 4R5",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19170,Ashtech Stones Ltd.,"Delta, BC V4G 1C6",1,British Columbia,7441-Residential and commercial installers and servicers,High Wage,Unknown,1,2024,Q1,7441,Residential and commercial installers and servicers
19171,Ashtech Stones Ltd.,"Delta, BC V4G 1C6",1,British Columbia,"9414-Concrete, clay and stone forming operators",High Wage,Unknown,1,2024,Q1,9414,"Concrete, clay and stone forming operators"
19172,ASN Carpet World Ltd,"Surrey, BC V3W 4G2",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19173,Aspire Drywall Ltd.,"Nanaimo, BC V9T 1P1",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19174,Aspire Drywall Ltd.,"Nanaimo, BC V9T 1P1",2,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19175,Aspire Immigration Services Inc.,"Surrey, BC V3W 3A8",2,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19176,ATL TRUCKING LTD,"SURREY, BC V3S 0P3",10,British Columbia,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
19177,Atlas Railing and awning Inc.,"Surrey, BC V3W 3G8",6,British Columbia,7237-Welders and related machine operators,High Wage,Unknown,3,2024,Q1,7237,Welders and related machine operators
19178,Atwal Industries Inc.,"Surrey, BC V3T 0P9",1,British Columbia,0711-Construction managers,High Wage,Unknown,1,2024,Q1,0711,Construction managers
19179,August Reign Shop Ltd.,"Richmond, BC V6Y 2B6",1,British Columbia,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
19180,Aujla Drywall Ltd.,"Surrey, BC V3V 6L2",2,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19181,Aura Bar & Grill Ltd.,"Surrey, BC V3S 1Y9",1,British Columbia,0631-Restaurant and food service managers,High Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
19182,Autodromo Racing and Development LTD,"Richmond, BC V6X 2A8",1,British Columbia,7612-Other trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
19183,AutoMind Collision Repair (E.7th Ave.),"Squamish, BC V8B 0A4",1,British Columbia,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
19184,AutoMind Collision Repair (E.7th Ave.),"Squamish, BC V8B 0A4",1,British Columbia,7322-Motor vehicle body repairers,High Wage,Unknown,1,2024,Q1,7322,Motor vehicle body repairers
19185,AutoMind Collision Repair Group LTD,"Burnaby, BC V5J 5H8",1,British Columbia,"0015-Senior managers - trade, broadcasting and other services, n.e.c.",High Wage,Unknown,1,2024,Q1,0015,"Senior managers - trade, broadcasting and other services, n.e.c."
19186,AVC INDUSTRIAL INC,"Surrey, BC V3R 7S2",2,British Columbia,7312-Heavy-duty equipment mechanics,High Wage,Unknown,1,2024,Q1,7312,Heavy-duty equipment mechanics
19187,AVC INDUSTRIAL INC,"Surrey, BC V3R 7S2",5,British Columbia,7371-Crane operators,High Wage,Unknown,1,2024,Q1,7371,Crane operators
19188,Avenue Auto Glass Ltd.,"Vancouver, BC V5L 3H8",1,British Columbia,7322-Motor vehicle body repairers,High Wage,Unknown,1,2024,Q1,7322,Motor vehicle body repairers
19189,Avenue Restoration Services Ltd.,"Richmond, BC V6V 2R4",2,British Columbia,7251-Plumbers,High Wage,Unknown,1,2024,Q1,7251,Plumbers
19190,AVI Intermedia Ltd,"Surrey, BC V3W 6P1",1,British Columbia,2242-Electronic service technicians (household and business equipment),High Wage,Unknown,1,2024,Q1,2242,Electronic service technicians (household and business equipment)
19191,AVOS CONSTRUCTION LTD,"VANCOUVER, BC V5X 2L1",2,British Columbia,"7302-Contractors and supervisors, heavy equipment operator crews",High Wage,Unknown,1,2024,Q1,7302,"Contractors and supervisors, heavy equipment operator crews"
19192,AWCSIT CONSTRUCTION LTD.,"SURREY, BC V3S 7A4",5,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19193,Awesome Hair Salon,"Squamish, BC V0N 3G0",2,British Columbia,6341-Hairstylists and barbers,High Wage,Unknown,1,2024,Q1,6341,Hairstylists and barbers
19194,Axiom Builders Inc.,"Vancouver, BC V6E 0C3",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19195,Axiom Builders Inc.,"Vancouver, BC V6E 0C3",1,British Columbia,2282-User support technicians,High Wage,Unknown,1,2024,Q1,2282,User support technicians
19196,Axis Forestry Inc.,"Kamloops, BC V2H 1J8",2,British Columbia,7231-Machinists and machining and tooling inspectors,High Wage,Unknown,1,2024,Q1,7231,Machinists and machining and tooling inspectors
19197,AYANA CONSTRUCTIONS INC.,"Langley, BC V3A 4C4",3,British Columbia,7294-Painters and decorators (except interior decorators),High Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
19198,Ayeon Enterprises Inc.,"Burnaby, BC V3N 0E9",1,British Columbia,0114-Other administrative services managers,High Wage,Unknown,1,2024,Q1,0114,Other administrative services managers
19199,AYROOP MILLWORK & DESIGN LTD.,"WEST VANCOUVER, BC V7S 2W1",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19200,AYS HOLDINGS INC,"Abbotsford, BC V2T 2X8",2,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19201,Azalea Nails Ltd.,"Delta, BC V4C 6P5",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19202,Azalea Nails Ltd.,"Delta, BC V4C 6P5",1,British Columbia,"6562-Estheticians, electrologists and related occupations",High Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
19203,B & E Low Voltage & Home Automation Ltd,"Surrey, BC V3W 2W1",2,British Columbia,2242-Electronic service technicians (household and business equipment),High Wage,Unknown,1,2024,Q1,2242,Electronic service technicians (household and business equipment)
19204,B.N. Dulay's Trux Ltd.,"Surrey, BC V3V 4G6",3,British Columbia,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,2,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
19205,B.R. Enterprises Ltd.,"Surrey, BC V3W 0W7",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19206,Baba Nand Singh Transport Ltd,"Surrey, BC V3W 1M8",4,British Columbia,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
19207,Back2Fitness Inc.,"Surrey, BC V3T 1X2",1,British Columbia,"0513-Recreation, sports and fitness program and service directors",High Wage,Unknown,1,2024,Q1,0513,"Recreation, sports and fitness program and service directors"
19208,Badyal Framing LTD.,"Surrey, BC V3T 4R8",2,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19209,BAINCO CONSULTING LTD,"VANCOUVER, BC V5X 3L2",3,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19210,Bandstra Transportation Systems Ltd,"Smithers, BC V0J 2N0",4,British Columbia,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",High Wage,Unknown,1,2024,Q1,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
19211,Banff Contracting,"North Vancouver, BC V7L 2G8",2,British Columbia,0711-Construction managers,High Wage,Corporation,1,2024,Q1,0711,Construction managers
19212,Banff Contracting,"North Vancouver, BC V7L 2G8",1,British Columbia,2234-Construction estimators,High Wage,Corporation,1,2024,Q1,2234,Construction estimators
19213,Bansal & Associates Consulting Engineer Inc.,"Surrey, BC V3W 1E6",1,British Columbia,2253-Drafting technologists and technicians,High Wage,Unknown,1,2024,Q1,2253,Drafting technologists and technicians
19214,Bansal & Associates Consulting Engineer Inc.,"Surrey, BC V3W 1E6",1,British Columbia,2281-Computer network technicians,High Wage,Unknown,1,2024,Q1,2281,Computer network technicians
19215,Banyan Construction Ltd.,"VICTORIA, BC V8T 5M3",1,British Columbia,7281-Bricklayers,High Wage,Unknown,1,2024,Q1,7281,Bricklayers
19216,BARAICH CONSTRUCTION LTD.,"SURREY, BC V3V 6Y4",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19217,BARNEY'S HALAL CHICKEN & PIZZA LTD.,"Surrey, BC V3W 1R1",3,British Columbia,6322-Cooks,High Wage,Unknown,2,2024,Q1,6322,Cooks
19218,Baseline Clothing Ltd.,"Surrey, BC V3T 2W1",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19219,Bassi Brothers Framing (2011) Ltd.,"Delta, BC V4C 6A5",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19220,Bassi Glass Ltd.,"Delta, BC V4C 2H6",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19221,Bath & Dhillon Cannabis Ltd.,"Kitimat, BC V8C 1T6",1,British Columbia,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
19222,Bath & Gill Construction Company,"Abbotsford, BC V4X 0A2",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19223,Bath & Gill Construction Company,"Abbotsford, BC V4X 0A2",1,British Columbia,"7302-Contractors and supervisors, heavy equipment operator crews",High Wage,Unknown,1,2024,Q1,7302,"Contractors and supervisors, heavy equipment operator crews"
19224,Bathla Immigration Ltd.,"Surrey, BC V3W 5A5",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19225,BBQ Canada Enterprises Ltd.,"Vancouver, BC V6G 1C8",1,British Columbia,0631-Restaurant and food service managers,High Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
19226,BC Chinese Music Association,"Vancouver, BC V5X 3E8",1,British Columbia,5133-Musicians and singers,High Wage,Unknown,1,2024,Q1,5133,Musicians and singers
19227,BC NEW STYLE PAINTING LTD.,"SURREY, BC V3W 1L4",2,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19228,BC Siding Ltd.,"maple ridge, BC V2X 3J5",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19229,BC Siding Ltd.,"maple ridge, BC V2X 3J5",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19230,BC Siding Ltd.,"maple ridge, BC V2X 3J5",2,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19231,Bds Job Agency Ltd,"Surrey, BC V3W 1A4",1,British Columbia,"0124-Advertising, marketing and public relations managers",High Wage,Unknown,1,2024,Q1,0124,"Advertising, marketing and public relations managers"
19232,Bear and Pear Productions Inc.,"Burnaby, BC V5M 3Z3",1,British Columbia,"5131-Producers, directors, choreographers and related occupations",High Wage,Unknown,1,2024,Q1,5131,"Producers, directors, choreographers and related occupations"
19233,Bear and Pear Productions Inc.,"Burnaby, BC V5M 3Z3",1,British Columbia,"5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",High Wage,Unknown,1,2024,Q1,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts"
19234,Bear and Pear Productions Inc.,"Burnaby, BC V5M 3Z3",1,British Columbia,"6742-Other service support occupations, n.e.c.",High Wage,Unknown,1,2024,Q1,6742,"Other service support occupations, n.e.c."
19235,Beautiful U Boutique Ltd,"Mission, BC V2V 1A7",1,British Columbia,"0651-Managers in customer and personal services, n.e.c.",High Wage,Unknown,1,2024,Q1,0651,"Managers in customer and personal services, n.e.c."
19236,Beautyland Salon (1998) Ltd,"Surrey, BC V3T 4Y8",1,British Columbia,"0651-Managers in customer and personal services, n.e.c.",High Wage,Unknown,1,2024,Q1,0651,"Managers in customer and personal services, n.e.c."
19237,Beenis Market,"Surrey, BC V3T 5H5",1,British Columbia,6211-Retail sales supervisors,High Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
19238,Beijing Duck Restaurant Ltd.,"Vancouver, BC V5Z 2V5",1,British Columbia,6321-Chefs,High Wage,Unknown,1,2024,Q1,6321,Chefs
19239,Bella Coola Heli Sports Inc,"WHISTLER, BC V8E 0G4",2,British Columbia,6532-Outdoor sport and recreational guides,High Wage,Unknown,1,2024,Q1,6532,Outdoor sport and recreational guides
19240,BELLA ROMA PIZZERIA RESTAURANT LTD.,"vancouver, BC V6R 2H9",1,British Columbia,0631-Restaurant and food service managers,High Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
19241,Bel-Tech Construction Ltd.,"Delta, BC V3M 6W1",1,British Columbia,7246-Telecommunications installation and repair workers,High Wage,Unknown,1,2024,Q1,7246,Telecommunications installation and repair workers
19242,Bench 1775 Winery,"PENTICTON, BC V2A 8T8",1,British Columbia,2282-User support technicians,High Wage,Corporation,1,2024,Q1,2282,User support technicians
19243,Benjamin Towing,"Coquitlam, BC V3C 4E6",2,British Columbia,1221-Administrative officers,High Wage,Corporation,2,2024,Q1,1221,Administrative officers
19244,Benjamin Towing,"Coquitlam, BC V3C 4E6",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Corporation,1,2024,Q1,1311,Accounting technicians and bookkeepers
19245,Berto Contractors Ltd,"Burnaby, BC V5C 4H4",2,British Columbia,7521-Heavy equipment operators (except crane),High Wage,Unknown,1,2024,Q1,7521,Heavy equipment operators (except crane)
19246,BERT'S ELECTRIC (2001) LTD.,"ALDERGROVE, BC V4W 2W6",1,British Columbia,7241-Electricians (except industrial and power system),High Wage,Unknown,1,2024,Q1,7241,Electricians (except industrial and power system)
19247,BEST CELL PHONE REPAIR LTD.,"Surrey, BC V3W 4G2",2,British Columbia,7246-Telecommunications installation and repair workers,High Wage,Unknown,1,2024,Q1,7246,Telecommunications installation and repair workers
19248,BEST CHOICE ELECTRICAL LTD.,"Surrey, BC V3S 0T7",1,British Columbia,7241-Electricians (except industrial and power system),High Wage,Unknown,1,2024,Q1,7241,Electricians (except industrial and power system)
19249,BEST DEAL LANDSCAPING LTD.,"Surrey, BC V3V 6R4",2,British Columbia,8612-Landscaping and grounds maintenance labourers,High Wage,Unknown,1,2024,Q1,8612,Landscaping and grounds maintenance labourers
19250,Best Design Kitchen Cabinets Ltd.,"Surrey, BC V3W 1B3",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19251,BEST HVAC SOLUTIONS LTD.,"Surrey, BC V3V 1T9",2,British Columbia,7612-Other trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
19252,Best Pro Drywall Ltd.,"Langley, BC V3A 4G3",1,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19253,BEST QUALITY TILE & STONE LTD.,"Surrey, BC V3W 2V7",2,British Columbia,7283-Tilesetters,High Wage,Unknown,1,2024,Q1,7283,Tilesetters
19254,Best Transport Image Ltd.,"Langley, BC V3A 2J5",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19255,Beyond Landscaping Ltd.,"North Vancouver, BC V7M 3G3",1,British Columbia,"8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",High Wage,Unknown,1,2024,Q1,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
19256,Bhatia Development Group Ltd,"Vancouver, BC V6J 4H9",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19257,Bhatia Development Group Ltd,"Vancouver, BC V6J 4H9",3,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19258,Bhatoa Construction Ltd.,"Surrey, BC V3V 1V2",2,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19259,Bhullar Enterprises Inc dba Atlas Animal Hospital,"Vancouver, BC V5W 2Z4",2,British Columbia,1221-Administrative officers,High Wage,Unknown,2,2024,Q1,1221,Administrative officers
19260,Bhullar Enterprises Inc dba Atlas Animal Hospital,"Vancouver, BC V5W 2Z4",1,British Columbia,3114-Veterinarians,High Wage,Unknown,1,2024,Q1,3114,Veterinarians
19261,Bhuma Enterprises Ltd.,"Vancouver, BC V6J 1M9",1,British Columbia,6322-Cooks,High Wage,Unknown,1,2024,Q1,6322,Cooks
19262,Big Guns Roofing Ltd.,"Maple Ridge, BC V4R 0G1",5,British Columbia,7291-Roofers and shinglers,High Wage,Unknown,1,2024,Q1,7291,Roofers and shinglers
19263,Big Lug Disposal & Recycling Ltd.,"Port Coquitlam, BC V3B 5P9",2,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19264,Big o construction Ltd,"North Vancouver Inner East, BC V7H 1V5",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19265,BigCity Excavation Ltd,"Maple Ridge, BC V2X 3B5",1,British Columbia,7521-Heavy equipment operators (except crane),High Wage,Unknown,1,2024,Q1,7521,Heavy equipment operators (except crane)
19266,Bill's Trucking Ltd.,"Abbotsford, BC V4X 1Y1",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19267,BIMI Enterprises Inc.,"Richmond, BC V6X 2C3",1,British Columbia,0621-Retail and wholesale trade managers,High Wage,Unknown,1,2024,Q1,0621,Retail and wholesale trade managers
19268,Birdie Indoor Golf Center Ltd.,"Richmond, BC V6X 2C2",2,British Columbia,2282-User support technicians,High Wage,Unknown,1,2024,Q1,2282,User support technicians
19269,Bishkek&Pre-Cast Inc.,"Coquitlam, BC V3J 0M4",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19270,Bison Group Management Ltd.,"Pemberton, BC V0N 2L0",1,British Columbia,6211-Retail sales supervisors,High Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
19271,BISON PLUMBING AND HEATING LTD.,"SURREY, BC V3W 1V6",3,British Columbia,7251-Plumbers,High Wage,Unknown,1,2024,Q1,7251,Plumbers
19272,Bistro Suisse Holdings Ltd,"Sidney, BC V8L 1X8",1,British Columbia,0631-Restaurant and food service managers,High Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
19273,Black Forest Restaurant Ltd.,"Harrison Hot Springs, BC V0M 1K0",3,British Columbia,6322-Cooks,High Wage,Unknown,2,2024,Q1,6322,Cooks
19274,Black Tie Services Inc,"Vancouver, BC V5L 1K3",1,British Columbia,"7384-Other trades and related occupations, n.e.c.",High Wage,Unknown,1,2024,Q1,7384,"Other trades and related occupations, n.e.c."
19275,Black Tusk Fire & Security Inc.,"Whistler, BC V0N 1B1",1,British Columbia,2242-Electronic service technicians (household and business equipment),High Wage,Unknown,1,2024,Q1,2242,Electronic service technicians (household and business equipment)
19276,Blackfish Homes Ltd.,"North Vancouver, BC V7P 1B3",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19277,BLAST MEDIA PRINT CORP.,"Burnaby, BC V5C 2V6",1,British Columbia,"7303-Supervisors, printing and related occupations",High Wage,Unknown,1,2024,Q1,7303,"Supervisors, printing and related occupations"
19278,Blink Security Ltd.,"Surrey, BC V3W 4T4",1,British Columbia,0114-Other administrative services managers,High Wage,Unknown,1,2024,Q1,0114,Other administrative services managers
19279,BLUE ARC CONSTRUCTION LTD.,"SURREY, BC V3W 9B9",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19280,BLUE BELL INN LTD,"FORT NELSON, BC V0C 1R0",1,British Columbia,0632-Accommodation service managers,High Wage,Unknown,1,2024,Q1,0632,Accommodation service managers
19281,BLUE BELL INN LTD,"FORT NELSON, BC V0C 1R0",1,British Columbia,6211-Retail sales supervisors,High Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
19282,Blue Coast Seafood Ltd.,"Richmond, BC V6V 2J4",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19283,Blue Coast Seafood Ltd.,"Richmond, BC V6V 2J4",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19284,Blue Diamond Drywall Ltd.,"Surrey, BC V3W 3M6",1,British Columbia,"7204-Contractors and supervisors, carpentry trades",High Wage,Unknown,1,2024,Q1,7204,"Contractors and supervisors, carpentry trades"
19285,Blue Leaf Logistics Corp,"Delta, BC V3M 6C7",1,British Columbia,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
19286,Blue Nile Construction LTD.,"Surrey, BC V3R 2G3",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19287,BLUE OCEAN PAINTING LTD.,"SURREY, BC V3W 3C2",1,British Columbia,"5136-Painters, sculptors and other visual artists",High Wage,Unknown,1,2024,Q1,5136,"Painters, sculptors and other visual artists"
19288,BLUE OCEAN PAINTING LTD.,"SURREY, BC V3W 3C2",1,British Columbia,7294-Painters and decorators (except interior decorators),High Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
19289,Blue Pine Enterprises Ltd.,"Surrey, BC V3Z 1A7",1,British Columbia,"8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",High Wage,Unknown,1,2024,Q1,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
19290,BLUE POINT ELECTRIC LTD.,"DELTA, BC V4C 6V2",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19291,Blue Sky Plumbing & Heating Ltd.,"Surrey, BC V3R 5R9",3,British Columbia,7612-Other trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
19292,Blue Sparrow Construction Ltd.,"Surrey, BC V3R 3J5",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19293,Blue Star Roofing Ltd.,"Surrey, BC V3S 2A8",3,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19294,Blueline Sheet Metal and Manufacturing Ltd.,"Surrey, BC V3W 1B3",5,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19295,BMC Construction Ltd,"Maple Ridge, BC V4R 2E4",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19296,BMS Plumbing and Mechanical Systems Ltd,"Vancouver, BC V5L 3K6",5,British Columbia,7251-Plumbers,High Wage,Unknown,1,2024,Q1,7251,Plumbers
19297,BODYMIND WELLNESS CENTRE INC,"Coquitlam, BC V3K 3V9",1,British Columbia,3236-Massage therapists,High Wage,Unknown,1,2024,Q1,3236,Massage therapists
19298,Boeing Property Labour Services Ltd.,"SURREY, BC V3S 7K3",2,British Columbia,7237-Welders and related machine operators,High Wage,Unknown,1,2024,Q1,7237,Welders and related machine operators
19299,Boeing Property Labour Services Ltd.,"SURREY, BC V3S 7K3",3,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19300,Bonjour Infotech Inc,"Surrey, BC V3W 1A4",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19301,BOOMERS & MILLENNIALS TRANSPORT,"SURREY, BC V3V 1B8",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19302,Bosa Construction and Formworks Inc,"Vancouver, BC V6C 0A6",20,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19303,Boss Electric Ltd.,"Surrey, BC V3T 4M8",3,British Columbia,7241-Electricians (except industrial and power system),High Wage,Unknown,1,2024,Q1,7241,Electricians (except industrial and power system)
19304,BP Building Services Ltd.,"Abbotsford, BC V2S 8N1",1,British Columbia,6315-Cleaning supervisors,High Wage,Unknown,1,2024,Q1,6315,Cleaning supervisors
19305,Brainchild Creative Ltd.,"Richmond, BC V6X 0B9",1,British Columbia,"0124-Advertising, marketing and public relations managers",High Wage,Unknown,1,2024,Q1,0124,"Advertising, marketing and public relations managers"
19306,Brar Brothers Siding & Tiles Ltd.,"Surrey, BC V3S 2G2",1,British Columbia,"7204-Contractors and supervisors, carpentry trades",High Wage,Unknown,1,2024,Q1,7204,"Contractors and supervisors, carpentry trades"
19307,Brarco Accounting Inc.,"Surrey, BC V3X 1V4",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19308,Bravo Drywall Ltd.,"Surrey, BC V3W 2R7",1,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19309,Bravo Drywall Ltd.,"Surrey, BC V3W 2R7",1,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19310,Breadables Inc.,"Langley, BC V3A 1M7",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19311,Breka Bakery & Cafe Inc.,"Vancouver, BC V6P 3V9",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
